UPRIGHT,SPAN,GBHX 75 x 1.5,GBHX 85 x 1.5,GBHX 100 x 1.5,GBHX 110 x 1.5,GBHX 125 x 1.5,GBHX 135 x 1.5,GBHX 150 x 1.5,GBHX 175 x 1.5,HEM+ 70 x 1.2,HEM+ 70 x 1.4,HEM+ 85 x 1.2,HEM+ 85 x 1.4,HEM+ 105 x 1.2,HEM+ 105 x 1.4,HEM+ 115 x 1.2,HEM+ 115 x 1.4,HEM+ 125 x 1.2,HEM+ 125 x 1.4
GXL 110-1.8,2000,2087,2893,3378,3865,4000,4000,4000,4000,970,1142,1289,1850,1666,2492,1959,2808,2195,3265
GXL 110-1.8,2050,1999,2832,3304,3780,4000,4000,4000,4000,946,1103,1257,1805,1624,2438,1910,2747,2141,3188
GXL 110-1.8,2100,1916,2773,3234,3699,4000,4000,4000,4000,922,1066,1227,1762,1584,2381,1864,2689,2088,3112
GXL 110-1.8,2150,1839,2717,3168,3622,4000,4000,4000,4000,900,1031,1197,1721,1546,2327,1819,2634,2038,3040
GXL 110-1.8,2200,1767,2619,3104,3549,4000,4000,4000,4000,878,998,1169,1682,1509,2275,1777,2582,1991,2971
GXL 110-1.8,2250,1699,2519,3043,3478,4000,4000,4000,4000,858,967,1142,1645,1474,2225,1737,2527,1945,2905
GXL 110-1.8,2300,1635,2426,2985,3411,3940,4000,4000,4000,838,937,1116,1609,1440,2177,1698,2473,1901,2842
GXL 110-1.8,2350,1574,2337,2929,3347,3864,4000,4000,4000,819,909,1091,1560,1408,2132,1660,2421,1860,2842
GXL 110-1.8,2400,1518,2254,2875,3285,3791,4000,4000,4000,800,882,1067,1506,1377,2088,1625,2371,1819,2723
GXL 110-1.8,2450,1464,2175,2820,3226,3721,4000,4000,4000,783,857,1044,1456,1347,2046,1590,2323,1781,2668
GXL 110-1.8,2500,1413,2101,2755,3169,3654,4000,4000,4000,766,832,1022,1408,1318,2005,1557,2277,1744,2614
GXL 110-1.8,2550,1365,2031,2661,3110,3590,4000,4000,4000,749,809,1001,1363,1281,1966,1525,2233,1708,2563
GXL 110-1.8,2600,1320,1964,2572,3051,3528,4000,4000,4000,733,787,980,1320,1245,1927,1495,2190,1674,2514
GXL 110-1.8,2650,1277,1900,2488,2994,3463,4000,4000,4000,712,766,960,1279,1210,1864,1465,2149,1640,2466
GXL 110-1.8,2700,1236,1840,2408,2939,3399,3961,4001,4000,691,746,941,1240,1177,1805,1437,2110,1609,2421
GXL 110-1.8,2750,1197,1783,2332,2886,3336,3887,4000,4000,671,727,922,1203,1145,1749,1409,2071,1578,2377
GXL 110-1.8,2800,1160,1729,2259,2835,3276,3816,4000,4000,651,709,904,1168,1114,1696,1383,2035,1548,2334
GXL 110-1.8,2850,1125,1677,2190,2785,3218,3747,4000,4000,633,691,887,1134,1085,1645,1357,1998,1519,2293
GXL 110-1.8,2900,1091,1628,2125,2737,3162,3681,4000,4000,616,691,870,1102,1057,1597,1332,1938,1491,2254
GXL 110-1.8,2950,1059,1581,2062,2678,3107,3617,4000,4000,599,658,854,1072,1030,1550,1308,1881,1464,2215
GXL 110-1.8,3000,1029,1536,2002,2600,3055,3555,3971,4000,583,643,838,1042,1004,1506,1285,1827,1438,2215
GXL 110-1.8,3050,999,1493,1946,2525,3004,3495,3905,4000,568,628,822,1014,980,1464,1262,1776,1413,2143
GXL 110-1.8,3100,972,1452,1891,2454,2955,3437,3841,4000,553,614,807,988,956,1424,1240,1726,1389,2108
GXL 110-1.8,3150,945,1413,1839,2386,2907,3380,3779,4000,539,600,793,962,933,1385,1219,1679,1365,2051
GXL 110-1.8,3200,920,1375,1789,2321,2861,3326,3718,4000,526,587,779,938,911,1349,1198,1634,1342,1995
GXL 110-1.8,3250,895,1339,1742,2259,2785,3273,3660,4000,513,574,761,914,890,1313,1178,1591,1320,1942
GXL 110-1.8,3300,872,1305,1696,2199,2710,3221,3603,4000,501,562,743,891,869,1279,1159,1549,1298,1891
GXL 110-1.8,3350,849,1272,1652,2142,2638,3171,3549,4000,489,548,725,870,850,1247,1140,1509,1277,1842
GXL 110-1.8,3400,828,1240,1610,2087,2569,3123,3495,4000,478,535,707,849,831,1216,1122,1471,1256,1795
GXL 110-1.8,3450,807,1210,1570,2034,2503,3074,3443,4000,467,523,691,829,812,1186,1104,1434,1236,1750
GXL 110-1.8,3500,787,1180,1531,1983,2440,2995,3393,4000,456,511,675,810,795,1157,1086,1399,1217,1707
GXL 110-1.8,3550,768,1152,1494,1935,2379,2920,3344,4000,446,499,659,791,778,1129,1069,1365,1198,1666
GXL 110-1.8,3600,750,1125,1458,1888,2321,2847,3296,4000,436,488,645,773,761,1103,1053,1333,1180,1626
GXL 110-1.8,3650,732,1099,1423,1843,2264,2778,3250,3977,426,477,630,756,746,1077,1037,1302,1162,1587
GXL 110-1.8,3700,715,1074,1390,1800,2210,2711,3205,3921,417,477,617,739,730,1053,1021,1271,1144,1550
GXL 110-1.8,3750,699,1050,1358,1758,2158,2647,3160,3866,408,457,603,723,715,1029,1006,1242,1127,1514
GXL 110-1.8,3800,683,1026,1327,1718,2108,2584,3118,3813,400,447,590,708,701,1006,991,1214,1111,1480
GXL 110-1.8,3850,668,1004,1298,1679,2059,2525,3076,3761,392,438,578,693,687,984,976,1187,1095,1447
GXL 110-1.8,3900,653,982,1269,1642,2013,2467,3035,3711,384,429,566,679,674,963,962,1161,1079,1415
GXL 110-1.8,3950,639,961,1241,1606,1968,2411,2976,3661,376,420,554,665,661,942,948,1136,1063,1384
GXL 110-1.8,4000,626,941,1215,1571,1924,2358,2910,3613,369,412,543,651,648,922,934,1112,1048,1354
GXL 110-2.0,1000,4000,4000,4000,4000,4000,4000,4000,4000,1936,2720,2537,3700,3275,4000,3787,4000,4000,4000
GXL 110-2.0,1050,4000,4000,4000,4000,4000,4000,4000,4000,1849,2591,2431,3524,3131,4000,3621,4000,4000,4000
GXL 110-2.0,1100,3952,4000,4000,4000,4000,4000,4000,4000,1768,2473,2334,3364,2999,4000,3470,4000,3880,4000
GXL 110-2.0,1150,3793,4000,4000,4000,4000,4000,4000,4000,1694,2365,2246,3218,2879,4000,3332,4000,3724,4000
GXL 110-2.0,1200,3647,4000,4000,4000,4000,4000,4000,4000,1626,2267,2158,3084,2769,3951,3206,4000,3581,4000
GXL 110-2.0,1250,3512,4000,4000,4000,4000,4000,4000,4000,1563,2176,2074,2960,2667,3807,3089,4000,3449,4000
GXL 110-2.0,1300,3388,4000,4000,4000,4000,4000,4000,4000,1505,2092,1996,2846,2574,3675,2982,4000,3327,4000
GXL 110-2.0,1350,3273,4000,4000,4000,4000,4000,4000,4000,1450,2015,1924,2741,2487,3552,2882,4000,3214,4000
GXL 110-2.0,1400,3167,3985,4000,4000,4000,4000,4000,4000,1400,2015,1856,2643,2407,3438,2790,3883,3109,4000
GXL 110-2.0,1450,3067,3862,4000,4000,4000,4000,4000,4000,1352,1876,1793,2552,2332,3331,2704,3761,3011,4000
GXL 110-2.0,1500,2974,3747,4000,4000,4000,4000,4000,4000,1308,1813,1734,2467,2256,3232,2623,3648,2920,4000
GXL 110-2.0,1550,2887,3639,4000,4000,4000,4000,4000,4000,1267,1755,1679,2387,2182,3139,2546,3541,2835,4000
GXL 110-2.0,1600,2806,3538,4000,4000,4000,4000,4000,4000,1227,1700,1627,2313,2113,3052,2466,3442,2755,4000
GXL 110-2.0,1650,2729,3443,4000,4000,4000,4000,4000,4000,1190,1649,1578,2243,2048,2970,2391,3348,2680,3898
GXL 110-2.0,1700,2657,3354,3955,4000,4000,4000,4000,4000,1156,1600,1532,2177,1986,2893,2321,3260,2602,3794
GXL 110-2.0,1750,2589,3270,3853,4000,4000,4000,4000,4000,1123,1554,1489,2114,1929,2820,2254,3176,2527,3697
GXL 110-2.0,1800,2521,3190,3758,4000,4000,4000,4000,4000,1091,1511,1447,2056,1874,2752,2191,3098,2456,3604
GXL 110-2.0,1850,2404,3115,3668,4000,4000,4000,4000,4000,1061,1469,1408,2000,1822,2687,2132,3023,2388,3517
GXL 110-2.0,1900,2295,3043,3582,4000,4000,4000,4000,4000,1033,1406,1371,1947,1773,2625,2075,2953,2325,3434
GXL 110-2.0,1950,2193,2975,3501,3990,4000,4000,4000,4000,1006,1348,1335,1898,1726,2566,2021,2886,2264,3352
GXL 110-2.0,2000,2098,2911,3423,3901,4000,4000,4000,4000,980,1294,1301,1850,1682,2510,1970,2822,2206,3268
GXL 110-2.0,2050,2010,2850,3350,3816,4000,4000,4000,4000,956,1243,1269,1805,1639,2449,1921,2761,2152,3188
GXL 110-2.0,2100,1927,2791,3280,3735,4000,4000,4000,4000,932,1195,1238,1762,1599,2391,1875,2704,2099,3112
GXL 110-2.0,2150,1850,2735,3213,3658,4000,4000,4000,4000,909,1150,1209,1721,1560,2335,1831,2649,2049,3040
GXL 110-2.0,2200,1777,2641,3149,3584,4000,4000,4000,4000,888,1108,1180,1721,1523,2282,1788,2596,2001,2971
GXL 110-2.0,2250,1709,2541,3088,3514,4000,4000,4000,4000,867,1068,1153,1645,1488,2231,1747,2541,1956,2905
GXL 110-2.0,2300,1645,2447,3029,3447,3975,4000,4000,4000,847,1031,1127,1609,1454,2183,1709,2487,1912,2842
GXL 110-2.0,2350,1584,2358,2973,3382,3898,4000,4000,4000,828,995,1102,1575,1422,2137,1671,2435,1870,2781
GXL 110-2.0,2400,1527,2274,2920,3320,3825,4000,4000,4000,809,962,1078,1526,1391,2092,1635,2385,1830,2723
GXL 110-2.0,2450,1473,2195,2864,3261,3755,4000,4000,4000,791,930,1055,1475,1361,2049,1601,2337,1791,2668
GXL 110-2.0,2500,1422,2120,2808,3204,3688,4000,4000,4000,774,900,1033,1426,1332,2008,1568,2291,1754,2614
GXL 110-2.0,2550,1374,2049,2715,3145,3623,4000,4000,4000,758,872,1011,1381,1304,1969,1536,2247,1718,2563
GXL 110-2.0,2600,1329,1982,2624,3086,3561,4000,4000,4000,742,845,990,1337,1278,1931,1505,2204,1684,2563
GXL 110-2.0,2650,1285,1919,2539,3029,3497,4000,4000,4000,722,819,970,1296,1252,1886,1476,2163,1651,2466
GXL 110-2.0,2700,1244,1858,2458,2973,3432,4000,4001,4000,701,795,951,1257,1227,1826,1447,2123,1619,2421
GXL 110-2.0,2750,1205,1801,2381,2920,3369,3927,4000,4000,681,772,932,1219,1203,1770,1419,2085,1588,2377
GXL 110-2.0,2800,1168,1746,2307,2869,3309,3856,4000,4000,661,749,914,1184,1180,1716,1393,2048,1558,2334
GXL 110-2.0,2850,1133,1694,2238,2819,3251,3787,4000,4000,643,728,896,1150,1158,1665,1367,2012,1529,2293
GXL 110-2.0,2900,1099,1644,2171,2771,3194,3720,4000,4000,625,708,879,1118,1136,1616,1342,1954,1501,2254
GXL 110-2.0,2950,1067,1597,2108,2719,3140,3656,4000,4000,608,689,863,1087,1115,1569,1318,1897,1474,2215
GXL 110-2.0,3000,1036,1552,2047,2640,3087,3594,3988,4000,592,689,847,1057,1095,1525,1294,1843,1448,2179
GXL 110-2.0,3050,1007,1509,1990,2565,3036,3534,3922,4000,577,653,831,1029,1075,1482,1272,1791,1423,2143
GXL 110-2.0,3100,979,1467,1934,2493,2987,3475,3857,4000,562,636,816,1002,1056,1442,1250,1741,1398,2108
GXL 110-2.0,3150,952,1428,1882,2425,2939,3419,3795,4000,548,620,802,976,1038,1403,1229,1694,1374,2068
GXL 110-2.0,3200,927,1390,1831,2359,2893,3364,3735,4000,534,604,787,951,1020,1366,1208,1648,1351,2012
GXL 110-2.0,3250,902,1354,1783,2296,2824,3311,3677,4000,521,589,773,928,1003,1330,1188,1605,1329,1959
GXL 110-2.0,3300,879,1319,1736,2236,2748,3259,3620,4000,509,575,754,905,986,1296,1168,1563,1307,1908
GXL 110-2.0,3350,856,1286,1692,2178,2676,3209,3565,4000,497,561,736,883,969,1263,1149,1523,1286,1859
GXL 110-2.0,3400,835,1254,1649,2122,2606,3161,3512,4000,485,548,718,862,953,1232,1131,1485,1265,1811
GXL 110-2.0,3450,814,1223,1608,2069,2540,3113,3460,4000,474,535,701,841,938,1202,1113,1448,1245,1766
GXL 110-2.0,3500,794,1194,1569,2018,2476,3041,3409,4000,463,523,685,822,923,1173,1095,1412,1226,1723
GXL 110-2.0,3550,775,1165,1531,1969,2415,2965,3360,4000,453,511,670,803,908,1145,1078,1378,1207,1681
GXL 110-2.0,3600,756,1138,1495,1922,2356,2892,3312,4000,443,511,655,785,894,1118,1062,1346,1189,1641
GXL 110-2.0,3650,739,1112,1460,1876,2299,2822,3266,4000,434,489,640,768,880,1092,1045,1314,1171,1602
GXL 110-2.0,3700,721,1086,1426,1832,2244,2754,3221,3966,424,478,626,751,866,1067,1030,1284,1153,1565
GXL 110-2.0,3750,705,1062,1393,1790,2192,2689,3177,3912,415,468,613,735,853,1043,1014,1255,1136,1529
GXL 110-2.0,3800,689,1038,1362,1750,2141,2626,3134,3858,407,458,600,719,840,1020,999,1226,1119,1529
GXL 110-2.0,3850,674,1016,1332,1710,2092,2566,3092,3806,398,449,587,704,827,998,985,1199,1103,1461
GXL 110-2.0,3900,659,994,1303,1673,2045,2508,3051,3755,390,440,575,689,815,976,970,1173,1087,1429
GXL 110-2.0,3950,645,973,1275,1636,2000,2452,2996,3705,382,431,563,675,801,956,956,1148,1072,1398
GXL 110-2.0,4000,631,952,1248,1601,1956,2398,2929,3657,375,422,552,662,784,936,943,1123,1057,1368
GXL 110-2.5,1000,4000,4000,4000,4000,4000,4000,4000,4000,1968,2720,2572,3700,3317,4000,3817,4000,4000,4000
GXL 110-2.5,1050,4000,4000,4000,4000,4000,4000,4000,4000,1881,2591,2466,3524,3172,4000,3651,4000,4000,4000
GXL 110-2.5,1100,3978,4000,4000,4000,4000,4000,4000,4000,1799,2473,2369,3364,3041,4000,3500,4000,3909,4000
GXL 110-2.5,1150,3819,4000,4000,4000,4000,4000,4000,4000,1725,2365,2281,3218,2920,4000,3362,4000,3753,4000
GXL 110-2.5,1200,3673,4000,4000,4000,4000,4000,4000,4000,1656,2267,2192,3084,2810,3970,3236,4000,3609,4000
GXL 110-2.5,1250,3538,4000,4000,4000,4000,4000,4000,4000,1593,2176,2108,2960,2708,3827,3119,4000,3477,4000
GXL 110-2.5,1300,3414,4000,4000,4000,4000,4000,4000,4000,1534,2092,2029,2846,2615,3694,3012,4000,3355,4000
GXL 110-2.5,1350,3299,4000,4000,4000,4000,4000,4000,4000,1479,2015,1957,2741,2528,3571,2912,4000,3242,4000
GXL 110-2.5,1400,3192,4000,4000,4000,4000,4000,4000,4000,1428,1943,1889,2643,2447,3457,2820,3919,3137,4000
GXL 110-2.5,1450,3093,3908,4000,4000,4000,4000,4000,4000,1380,1876,1826,2552,2372,3351,2733,3797,3039,4000
GXL 110-2.5,1500,3000,3792,4000,4000,4000,4000,4000,4000,1336,1813,1766,2467,2296,3251,2653,3683,2948,4000
GXL 110-2.5,1550,2913,3685,4000,4000,4000,4000,4000,4000,1294,1755,1711,2387,2222,3159,2575,3577,2863,4000
GXL 110-2.5,1600,2831,3583,4000,4000,4000,4000,4000,4000,1254,1700,1658,2313,2152,3071,2495,3477,2782,4000
GXL 110-2.5,1650,2755,3488,4000,4000,4000,4000,4000,4000,1217,1649,1609,2243,2087,2989,2420,3383,2707,3937
GXL 110-2.5,1700,2682,3399,4000,4000,4000,4000,4000,4000,1181,1600,1562,2177,2025,2912,2349,3295,2629,3833
GXL 110-2.5,1750,2614,3314,3966,4000,4000,4000,4000,4000,1148,1554,1518,2114,1967,2839,2283,3211,2554,3735
GXL 110-2.5,1800,2550,3234,3870,4000,4000,4000,4000,4000,1116,1511,1477,2056,1912,2770,2219,3133,2483,3631
GXL 110-2.5,1850,2434,3159,3779,4000,4000,4000,4000,4000,1086,1470,1437,2000,1860,2705,2159,3058,2415,3533
GXL 110-2.5,1900,2324,3087,3693,4000,4000,4000,4000,4000,1057,1432,1399,1947,1810,2643,2103,2987,2351,3440
GXL 110-2.5,1950,2222,3019,3611,4000,4000,4000,4000,4000,1030,1395,1363,1947,1763,2575,2049,2920,2290,3352
GXL 110-2.5,2000,2126,2954,3533,3989,4000,4000,4000,4000,1004,1352,1329,1850,1718,2510,1997,2856,2233,3268
GXL 110-2.5,2050,2037,2893,3459,3904,4000,4000,4000,4000,979,1300,1297,1805,1676,2449,1948,2796,2178,3188
GXL 110-2.5,2100,1954,2834,3389,3823,4000,4000,4000,4000,955,1250,1265,1762,1635,2391,1902,2738,2125,3112
GXL 110-2.5,2150,1876,2778,3322,3746,4000,4000,4000,4000,932,1250,1235,1721,1596,2335,1857,2675,2075,3040
GXL 110-2.5,2200,1802,2693,3257,3672,4000,4000,4000,4000,910,1160,1207,1682,1559,2282,1814,2614,2027,2971
GXL 110-2.5,2250,1734,2592,3196,3601,4000,4000,4000,4000,889,1119,1179,1645,1523,2231,1773,2556,1981,2905
GXL 110-2.5,2300,1669,2497,3137,3533,4000,4000,4000,4000,868,1081,1153,1609,1489,2183,1734,2500,1937,2842
GXL 110-2.5,2350,1608,2407,3080,3468,3982,4000,4000,4000,849,1044,1128,1575,1457,2137,1697,2447,1895,2781
GXL 110-2.5,2400,1550,2322,3026,3406,3909,4000,4000,4000,830,1009,1103,1542,1425,2092,1661,2396,1855,2723
GXL 110-2.5,2450,1496,2242,2970,3347,3838,4000,4000,4000,812,977,1080,1510,1395,2049,1626,2347,1816,2668
GXL 110-2.5,2500,1445,2166,2913,3289,3771,4000,4000,4000,794,945,1057,1470,1366,2008,1593,2300,1778,2614
GXL 110-2.5,2550,1396,2094,2844,3230,3706,4000,4000,4000,777,916,1035,1423,1338,1969,1561,2255,1742,2563
GXL 110-2.5,2600,1350,2026,2752,3170,3643,4000,4000,4000,761,888,1014,1379,1311,1931,1530,2212,1708,2514
GXL 110-2.5,2650,1306,1962,2664,3113,3579,4000,4000,4000,745,861,994,1337,1285,1895,1500,2170,1674,2466
GXL 110-2.5,2700,1265,1900,2580,3057,3514,4000,4001,4000,726,836,974,1337,1260,1847,1471,2130,1642,2466
GXL 110-2.5,2750,1225,1842,2501,3003,3451,4000,4000,4000,705,812,955,1259,1236,1790,1443,2091,1611,2377
GXL 110-2.5,2800,1188,1787,2425,2951,3390,3953,4000,4000,685,789,937,1222,1212,1736,1416,2054,1581,2334
GXL 110-2.5,2850,1152,1734,2353,2901,3331,3883,4000,4000,666,767,919,1188,1190,1684,1390,2018,1552,2293
GXL 110-2.5,2900,1118,1683,2285,2853,3274,3816,4000,4000,648,746,902,1155,1168,1635,1365,1983,1524,2254
GXL 110-2.5,2950,1086,1635,2219,2806,3219,3752,4000,4000,631,726,885,1123,1147,1588,1341,1935,1497,2215
GXL 110-2.5,3000,1055,1590,2157,2740,3166,3689,4000,4000,614,707,869,1093,1126,1543,1317,1880,1471,2179
GXL 110-2.5,3050,1025,1546,2097,2664,3115,3628,3960,4000,598,688,853,1064,1106,1500,1295,1827,1445,2143
GXL 110-2.5,3100,997,1504,2040,2590,3065,3569,3895,4000,583,671,837,1036,1087,1460,1272,1777,1420,2108
GXL 110-2.5,3150,970,1464,1985,2520,3017,3513,3833,4000,568,654,823,1010,1068,1420,1251,1729,1397,2075
GXL 110-2.5,3200,944,1425,1933,2452,2970,3457,3773,4000,554,638,808,984,1050,1383,1230,1683,1373,2042
GXL 110-2.5,3250,919,1388,1883,2388,2919,3404,3714,4000,541,622,794,960,1033,1347,1210,1639,1351,1999
GXL 110-2.5,3300,895,1353,1835,2326,2842,3352,3657,4000,528,607,780,936,1015,1313,1190,1597,1329,1947
GXL 110-2.5,3350,872,1319,1789,2267,2768,3301,3602,4000,516,593,762,914,999,1280,1171,1556,1307,1898
GXL 110-2.5,3400,851,1287,1744,2210,2698,3252,3549,4000,504,579,744,892,982,1248,1152,1517,1287,1850
GXL 110-2.5,3450,830,1256,1702,2155,2630,3204,3496,4000,492,566,726,871,967,1218,1134,1480,1267,1804
GXL 110-2.5,3500,809,1225,1661,2103,2564,3153,3446,4000,481,553,710,851,951,1188,1116,1444,1247,1760
GXL 110-2.5,3550,790,1197,1622,2052,2502,3075,3397,4000,471,541,694,832,936,1160,1099,1409,1228,1718
GXL 110-2.5,3600,771,1169,1584,2004,2441,3001,3349,4000,460,529,678,814,922,1133,1082,1376,1209,1677
GXL 110-2.5,3650,753,1142,1548,1957,2383,2929,3302,4000,450,517,663,796,907,1107,1066,1344,1191,1638
GXL 110-2.5,3700,736,1116,1513,1912,2327,2860,3256,4000,441,506,649,778,894,1082,1050,1313,1173,1600
GXL 110-2.5,3750,719,1091,1479,1869,2274,2793,3212,4000,432,495,635,762,880,1058,1034,1284,1156,1563
GXL 110-2.5,3800,703,1067,1446,1827,2222,2729,3169,3967,423,485,622,746,867,1034,1019,1255,1139,1528
GXL 110-2.5,3850,688,1044,1415,1787,2172,2668,3127,3915,414,475,609,730,854,1012,1004,1227,1123,1495
GXL 110-2.5,3900,673,1022,1384,1748,2124,2608,3086,3863,406,466,596,715,841,990,990,1201,1107,1462
GXL 110-2.5,3950,658,1000,1355,1710,2077,2550,3039,3813,398,456,584,701,829,969,976,1175,1091,1431
GXL 110-2.5,4000,644,980,1327,1674,2032,2495,2972,3764,390,447,573,687,817,949,962,1150,1076,1400
GXL 110-3.15,1000,4000,4000,4000,4000,4000,4000,4000,4000,2008,2720,2617,3700,3370,4000,3856,4000,4000,4000
GXL 110-3.15,1050,4000,4000,4000,4000,4000,4000,4000,4000,1920,2591,2510,3524,3225,4000,3689,4000,4000,4000
GXL 110-3.15,1100,4000,4000,4000,4000,4000,4000,4000,4000,1838,2473,2413,3364,3093,4000,3538,4000,3945,4000
GXL 110-3.15,1150,3852,4000,4000,4000,4000,4000,4000,4000,1763,2365,2324,3218,2973,4000,3400,4000,3788,4000
GXL 110-3.15,1200,3706,4000,4000,4000,4000,4000,4000,4000,1694,2267,2235,3084,2862,3990,3273,4000,3645,4000
GXL 110-3.15,1250,3571,4000,4000,4000,4000,4000,4000,4000,1630,2176,2150,2960,2761,3846,3157,4000,3512,4000
GXL 110-3.15,1300,3447,4000,4000,4000,4000,4000,4000,4000,1570,2092,2071,2846,2666,3714,3049,4000,3390,4000
GXL 110-3.15,1350,3332,4000,4000,4000,4000,4000,4000,4000,1515,2015,1998,2741,2579,3591,2949,4000,3277,4000
GXL 110-3.15,1400,3225,4000,4000,4000,4000,4000,4000,4000,1463,1943,1929,2643,2498,3476,2856,3963,3172,4000
GXL 110-3.15,1450,3125,3964,4000,4000,4000,4000,4000,4000,1415,1943,1865,2552,2423,3370,2770,3841,3074,4000
GXL 110-3.15,1500,3032,3849,4000,4000,4000,4000,4000,4000,1370,1813,1806,2467,2346,3270,2689,3727,2983,4000
GXL 110-3.15,1550,2945,3741,4000,4000,4000,4000,4000,4000,1327,1755,1749,2387,2272,3177,2611,3621,2897,4000
GXL 110-3.15,1600,2863,3639,4000,4000,4000,4000,4000,4000,1287,1700,1697,2313,2202,3090,2531,3521,2817,4000
GXL 110-3.15,1650,2786,3544,4000,4000,4000,4000,4000,4000,1249,1649,1647,2243,2136,3008,2455,3427,2741,3961
GXL 110-3.15,1700,2714,3454,4000,4000,4000,4000,4000,4000,1213,1600,1600,2177,2074,2931,2384,3338,2663,3844
GXL 110-3.15,1750,2646,3369,4000,4000,4000,4000,4000,4000,1179,1554,1555,2114,2015,2858,2317,3255,2588,3735
GXL 110-3.15,1800,2581,3289,4000,4000,4000,4000,4000,4000,1147,1511,1513,2056,1960,2789,2254,3176,2516,3631
GXL 110-3.15,1850,2471,3213,3918,4000,4000,4000,4000,4000,1116,1470,1473,2000,1907,2714,2194,3101,2448,3533
GXL 110-3.15,1900,2361,3141,3831,4000,4000,4000,4000,4000,1087,1432,1435,1947,1857,2643,2137,3027,2384,3440
GXL 110-3.15,1950,2257,3073,3749,4000,4000,4000,4000,4000,1059,1395,1398,1898,1810,2575,2082,2949,2323,3352
GXL 110-3.15,2000,2161,3008,3670,4000,4000,4000,4000,4000,1032,1360,1364,1850,1765,2510,2031,2875,2265,3268
GXL 110-3.15,2050,2071,2946,3595,4000,4000,4000,4000,4000,1007,1327,1331,1805,1722,2449,1981,2805,2210,3188
GXL 110-3.15,2100,1987,2887,3524,3934,4000,4000,4000,4000,983,1295,1299,1762,1681,2391,1934,2739,2157,3112
GXL 110-3.15,2150,1908,2831,3456,3856,4000,4000,4000,4000,959,1265,1269,1762,1641,2335,1889,2675,2107,3040
GXL 110-3.15,2200,1834,2759,3391,3781,4000,4000,4000,4000,937,1225,1239,1682,1604,2282,1846,2614,2058,2971
GXL 110-3.15,2250,1765,2656,3329,3710,4000,4000,4000,4000,915,1183,1212,1645,1568,2231,1805,2556,2012,2905
GXL 110-3.15,2300,1699,2559,3269,3642,4000,4000,4000,4000,894,1142,1185,1609,1533,2183,1766,2500,1968,2842
GXL 110-3.15,2350,1638,2468,3212,3577,4000,4000,4000,4000,874,1104,1159,1575,1500,2137,1728,2447,1926,2781
GXL 110-3.15,2400,1579,2382,3157,3514,4000,4000,4000,4000,855,1068,1134,1542,1468,2092,1692,2396,1885,2723
GXL 110-3.15,2450,1524,2301,3100,3454,3943,4000,4000,4000,837,1034,1110,1510,1438,2049,1657,2347,1846,2668
GXL 110-3.15,2500,1472,2223,3037,3396,3875,4000,4000,4000,819,1001,1087,1480,1408,2008,1623,2300,1808,2614
GXL 110-3.15,2550,1423,2150,2951,3337,3810,4000,4000,4000,801,970,1065,1451,1380,1969,1591,2255,1772,2563
GXL 110-3.15,2600,1377,2081,2869,3276,3747,4000,4000,4000,785,941,1044,1423,1353,1931,1560,2212,1737,2563
GXL 110-3.15,2650,1332,2016,2790,3217,3682,4000,4000,4000,768,913,1023,1387,1326,1895,1530,2170,1704,2466
GXL 110-3.15,2700,1290,1953,2715,3161,3616,4000,4001,4000,753,887,1003,1346,1301,1860,1500,2130,1671,2421
GXL 110-3.15,2750,1250,1894,2644,3107,3552,4000,4000,4000,735,861,983,1346,1276,1810,1472,2091,1640,2377
GXL 110-3.15,2800,1212,1837,2572,3054,3491,4000,4000,4000,714,837,965,1270,1253,1755,1445,2054,1610,2334
GXL 110-3.15,2850,1176,1784,2497,3003,3432,4000,4000,4000,695,814,946,1234,1230,1703,1419,2018,1581,2293
GXL 110-3.15,2900,1142,1732,2426,2954,3374,3937,4000,4000,676,792,929,1200,1207,1654,1394,1983,1552,2254
GXL 110-3.15,2950,1109,1683,2358,2906,3319,3871,4000,4000,658,771,912,1167,1186,1606,1369,1949,1525,2215
