UPRIGHT,SPAN,GBHX 75 x 1.5,GBHX 85 x 1.5,GBHX 100 x 1.5,GBHX 110 x 1.5,GBHX 125 x 1.5,GBHX 135 x 1.5,GBHX 150 x 1.5,GBHX 175 x 1.5,HEM+ 70 x 1.2,HEM+ 70 x 1.4,HEM+ 85 x 1.2,HEM+ 85 x 1.4,HEM+ 105 x 1.2,HEM+ 105 x 1.4,HEM+ 115 x 1.2,HEM+ 115 x 1.4,HEM+ 125 x 1.2,HEM+ 125 x 1.4
GXL 110-3.15,3000,1078,1636,2293,2860,3265,3808,4000,4000,641,771,895,1136,1165,1561,1345,1917,1498,2179
GXL 110-3.15,3050,1048,1592,2230,2788,3213,3747,4000,4000,624,732,879,1106,1145,1518,1322,1872,1473,2143
GXL 110-3.15,3100,1019,1549,2171,2712,3163,3687,3939,4000,609,713,863,1078,1125,1477,1300,1821,1448,2108
GXL 110-3.15,3150,991,1508,2114,2639,3114,3630,3876,4000,593,695,848,1051,1106,1437,1278,1772,1424,2075
GXL 110-3.15,3200,965,1469,2059,2570,3067,3574,3816,4000,579,678,833,1024,1087,1400,1257,1726,1400,2042
GXL 110-3.15,3250,940,1431,2007,2504,3021,3520,3757,4000,565,662,818,999,1069,1364,1236,1681,1377,2011
GXL 110-3.15,3300,916,1395,1957,2440,2961,3467,3700,4000,552,646,804,999,1052,1329,1216,1638,1355,1980
GXL 110-3.15,3350,893,1361,1909,2379,2885,3416,3644,4000,539,631,791,952,1035,1296,1197,1597,1334,1946
GXL 110-3.15,3400,871,1328,1863,2320,2813,3366,3591,4000,526,617,775,929,1018,1264,1178,1557,1313,1897
GXL 110-3.15,3450,849,1296,1818,2264,2743,3318,3538,4000,514,603,757,908,1002,1233,1160,1519,1293,1850
GXL 110-3.15,3500,829,1265,1775,2209,2676,3271,3487,4000,503,589,740,887,987,1203,1142,1482,1273,1806
GXL 110-3.15,3550,809,1235,1734,2157,2612,3215,3438,4000,492,576,723,867,971,1175,1124,1447,1253,1763
GXL 110-3.15,3600,790,1207,1695,2107,2550,3138,3390,4000,481,564,707,848,956,1148,1107,1413,1235,1721
GXL 110-3.15,3650,772,1180,1656,2059,2490,3065,3343,4000,471,551,692,830,942,1121,1091,1381,1216,1681
GXL 110-3.15,3700,754,1153,1620,2012,2433,2994,3297,4000,461,540,677,812,928,1096,1075,1350,1198,1643
GXL 110-3.15,3750,737,1128,1584,1967,2377,2925,3253,4000,451,528,663,795,914,1072,1059,1319,1181,1606
GXL 110-3.15,3800,721,1103,1550,1924,2324,2859,3210,4000,442,518,649,778,900,1048,1043,1290,1164,1570
GXL 110-3.15,3850,705,1080,1517,1882,2273,2796,3167,4000,433,507,636,762,887,1025,1028,1262,1147,1536
GXL 110-3.15,3900,690,1057,1485,1842,2223,2734,3126,3998,424,497,623,746,874,1003,1014,1235,1131,1502
GXL 110-3.15,3950,675,1035,1454,1803,2175,2675,3086,3948,416,487,610,731,861,982,999,1209,1115,1470
GXL 110-3.15,4000,661,1013,1424,1766,2129,2618,3022,3898,408,477,598,717,849,962,985,1184,1100,1470
GXL 120-2.0,1000,4000,4000,4000,4000,4000,4000,4000,4000,1894,2720,2495,3665,3253,4000,3760,4000,4000,4000
GXL 120-2.0,1050,4000,4000,4000,4000,4000,4000,4000,4000,1808,2591,2389,3509,3108,4000,3594,4000,4000,4000
GXL 120-2.0,1100,3944,4000,4000,4000,4000,4000,4000,4000,1728,2473,2293,3364,2977,4000,3443,4000,3855,4000
GXL 120-2.0,1150,3785,4000,4000,4000,4000,4000,4000,4000,1655,2365,2205,3218,2857,4000,3306,4000,3699,4000
GXL 120-2.0,1200,3639,4000,4000,4000,4000,4000,4000,4000,1587,2267,2118,3084,2747,3852,3179,4000,3556,4000
GXL 120-2.0,1250,3505,4000,4000,4000,4000,4000,4000,4000,1525,2176,2034,2960,2645,3708,3063,4000,3424,4000
GXL 120-2.0,1300,3381,4000,4000,4000,4000,4000,4000,4000,1467,2092,1957,2846,2552,3576,2956,4000,3302,4000
GXL 120-2.0,1350,3266,4000,4000,4000,4000,4000,4000,4000,1413,2015,1885,2741,2465,3454,2856,3982,3189,4000
GXL 120-2.0,1400,3159,3957,4000,4000,4000,4000,4000,4000,1363,1943,1818,2643,2385,3340,2764,3852,3084,4000
GXL 120-2.0,1450,3060,3834,4000,4000,4000,4000,4000,4000,1316,1876,1755,2552,2310,3234,2678,3730,2987,4000
GXL 120-2.0,1500,2967,3719,4000,4000,4000,4000,4000,4000,1273,1876,1697,2467,2234,3135,2598,3616,2896,4000
GXL 120-2.0,1550,2880,3612,4000,4000,4000,4000,4000,4000,1232,1755,1642,2387,2161,3043,2520,3510,2811,4000
GXL 120-2.0,1600,2798,3511,4000,4000,4000,4000,4000,4000,1193,1700,1591,2313,2092,2956,2441,3411,2731,3977
GXL 120-2.0,1650,2722,3416,4000,4000,4000,4000,4000,4000,1156,1649,1542,2243,2027,2875,2366,3317,2655,3867
GXL 120-2.0,1700,2650,3327,3962,4000,4000,4000,4000,4000,1122,1600,1496,2177,1966,2798,2296,3229,2578,3764
GXL 120-2.0,1750,2582,3243,3861,4000,4000,4000,4000,4000,1089,1554,1453,2114,1908,2725,2229,3146,2503,3666
GXL 120-2.0,1800,2512,3163,3766,4000,4000,4000,4000,4000,1059,1499,1412,2056,1853,2657,2167,3067,2432,3574
GXL 120-2.0,1850,2395,3088,3675,4000,4000,4000,4000,4000,1029,1433,1373,2000,1802,2592,2107,2993,2365,3487
GXL 120-2.0,1900,2286,3017,3590,4000,4000,4000,4000,4000,1001,1372,1336,1947,1753,2531,2051,2922,2301,3404
GXL 120-2.0,1950,2185,2949,3508,3957,4000,4000,4000,4000,975,1314,1301,1898,1706,2473,1997,2856,2241,3326
GXL 120-2.0,2000,2090,2884,3431,3868,4000,4000,4000,4000,949,1261,1268,1850,1662,2417,1946,2792,2183,3251
GXL 120-2.0,2050,2002,2823,3357,3783,4000,4000,4000,4000,925,1211,1236,1805,1619,2364,1898,2732,2129,3180
GXL 120-2.0,2100,1920,2765,3287,3702,4000,4000,4000,4000,902,1164,1205,1762,1579,2307,1852,2674,2076,3112
GXL 120-2.0,2150,1842,2709,3220,3625,4000,4000,4000,4000,880,1120,1176,1721,1541,2253,1807,2619,2027,3040
GXL 120-2.0,2200,1770,2609,3156,3552,4000,4000,4000,4000,859,1078,1148,1682,1504,2202,1765,2567,1979,2971
GXL 120-2.0,2250,1702,2509,3095,3481,4000,4000,4000,4000,838,1039,1122,1643,1469,2153,1725,2512,1934,2905
GXL 120-2.0,2300,1638,2416,3037,3414,3924,4000,4000,4000,819,1003,1096,1584,1435,2106,1686,2458,1890,2842
GXL 120-2.0,2350,1577,2328,2981,3350,3848,4000,4000,4000,800,968,1071,1528,1403,2060,1649,2406,1848,2781
GXL 120-2.0,2400,1520,2245,2927,3288,3775,4000,4000,4000,782,935,1048,1475,1372,2017,1613,2356,1808,2723
GXL 120-2.0,2450,1467,2166,2871,3229,3705,4000,4000,4000,764,904,1025,1426,1342,1975,1579,2308,1769,2668
GXL 120-2.0,2500,1416,2092,2815,3172,3638,4000,4000,4000,748,875,1003,1378,1314,1935,1546,2262,1732,2614
GXL 120-2.0,2550,1368,2022,2723,3113,3574,4000,4000,4000,731,847,982,1334,1286,1897,1514,2218,1697,2563
GXL 120-2.0,2600,1322,1955,2633,3054,3512,4000,4000,4000,711,820,961,1291,1260,1841,1483,2176,1663,2514
GXL 120-2.0,2650,1279,1892,2548,2997,3447,3993,4000,4000,689,795,942,1251,1234,1780,1454,2135,1629,2466
GXL 120-2.0,2700,1238,1832,2466,2942,3383,3916,4001,4000,669,771,923,1213,1209,1723,1426,2095,1598,2421
GXL 120-2.0,2750,1199,1775,2389,2889,3320,3843,4000,4000,649,749,904,1213,1186,1668,1398,2057,1567,2377
GXL 120-2.0,2800,1162,1721,2316,2837,3260,3772,4000,4000,631,727,886,1142,1163,1617,1372,2020,1537,2334
GXL 120-2.0,2850,1127,1669,2246,2788,3202,3703,4000,4000,613,706,869,1109,1140,1567,1346,1980,1508,2293
GXL 120-2.0,2900,1093,1620,2179,2740,3146,3637,4000,4000,596,687,853,1077,1119,1520,1321,1921,1481,2254
GXL 120-2.0,2950,1061,1573,2116,2681,3092,3573,4000,4000,580,668,836,1047,1098,1475,1297,1864,1454,2215
GXL 120-2.0,3000,1031,1529,2055,2603,3039,3511,3961,4000,564,650,821,1018,1078,1433,1274,1810,1428,2179
GXL 120-2.0,3050,1002,1486,1997,2528,2989,3452,3895,4000,549,633,805,991,1059,1392,1252,1759,1403,2143
GXL 120-2.0,3100,974,1445,1942,2457,2939,3394,3831,4000,535,616,791,964,1040,1353,1230,1710,1378,2094
GXL 120-2.0,3150,947,1406,1889,2389,2892,3337,3769,4000,521,600,776,939,1021,1315,1209,1663,1355,2094
GXL 120-2.0,3200,922,1368,1838,2324,2844,3283,3709,4000,508,585,760,915,1004,1280,1188,1618,1332,1981
GXL 120-2.0,3250,897,1333,1790,2262,2766,3230,3650,4000,496,571,741,892,986,1246,1168,1575,1310,1928
GXL 120-2.0,3300,874,1298,1743,2202,2692,3179,3594,4000,484,557,722,870,969,1213,1149,1534,1288,1877
GXL 120-2.0,3350,851,1265,1699,2145,2620,3129,3539,4000,472,543,705,849,953,1181,1130,1494,1267,1828
GXL 120-2.0,3400,830,1234,1656,2090,2552,3081,3486,4000,461,530,688,828,937,1151,1112,1456,1246,1782
GXL 120-2.0,3450,809,1203,1615,2037,2486,3022,3434,4000,450,518,671,808,922,1122,1094,1420,1227,1737
GXL 120-2.0,3500,789,1174,1575,1986,2423,2944,3384,4000,440,506,656,790,907,1095,1077,1385,1207,1694
GXL 120-2.0,3550,770,1146,1537,1938,2362,2870,3335,4000,430,495,641,771,892,1068,1060,1351,1188,1653
GXL 120-2.0,3600,752,1119,1501,1891,2304,2798,3287,4000,421,484,626,754,878,1042,1043,1319,1170,1613
GXL 120-2.0,3650,734,1093,1466,1846,2248,2729,3240,4000,411,473,612,737,864,1018,1027,1288,1152,1575
GXL 120-2.0,3700,717,1068,1432,1802,2194,2663,3195,3948,403,463,599,721,851,994,1012,1258,1135,1538
GXL 120-2.0,3750,701,1044,1399,1761,2142,2599,3151,3893,394,453,586,705,837,971,996,1229,1118,1502
GXL 120-2.0,3800,685,1021,1368,1720,2092,2538,3108,3839,386,443,573,690,825,949,981,1201,1101,1468
GXL 120-2.0,3850,670,998,1338,1682,2044,2479,3067,3787,378,434,561,675,812,928,967,1175,1085,1435
GXL 120-2.0,3900,655,977,1308,1644,1998,2422,3026,3736,370,425,549,661,800,907,953,1149,1070,1403
GXL 120-2.0,3950,641,956,1280,1608,1953,2367,2965,3687,363,416,538,647,783,887,939,1124,1054,1373
GXL 120-2.0,4000,627,935,1253,1573,1910,2314,2899,3639,355,408,527,634,766,868,925,1100,1039,1343
GXL 120-2.5,1000,4000,4000,4000,4000,4000,4000,4000,4000,1926,2720,2530,3700,3304,4000,3816,4000,4000,4000
GXL 120-2.5,1050,4000,4000,4000,4000,4000,4000,4000,4000,1840,2591,2424,3524,3159,4000,3650,4000,4000,4000
GXL 120-2.5,1100,4000,4000,4000,4000,4000,4000,4000,4000,1759,2473,2328,3364,3027,4000,3499,4000,3908,4000
GXL 120-2.5,1150,3875,4000,4000,4000,4000,4000,4000,4000,1685,2365,2239,3218,2907,4000,3361,4000,3752,4000
GXL 120-2.5,1200,3729,4000,4000,4000,4000,4000,4000,4000,1617,2267,2152,3084,2797,3926,3235,4000,3608,4000
GXL 120-2.5,1250,3594,4000,4000,4000,4000,4000,4000,4000,1554,2176,2067,2960,2695,3783,3118,4000,3476,4000
GXL 120-2.5,1300,3469,4000,4000,4000,4000,4000,4000,4000,1496,2092,1990,2846,2602,3650,3011,4000,3354,4000
GXL 120-2.5,1350,3354,4000,4000,4000,4000,4000,4000,4000,1442,2015,1917,2741,2515,3528,2911,4000,3241,4000
GXL 120-2.5,1400,3247,4000,4000,4000,4000,4000,4000,4000,1391,1943,1850,2643,2434,3414,2819,3918,3136,4000
GXL 120-2.5,1450,3147,3940,4000,4000,4000,4000,4000,4000,1344,1876,1787,2552,2359,3308,2732,3796,3038,4000
GXL 120-2.5,1500,3054,3825,4000,4000,4000,4000,4000,4000,1300,1813,1728,2467,2283,3209,2652,3682,2947,4000
GXL 120-2.5,1550,2967,3717,4000,4000,4000,4000,4000,4000,1259,1755,1673,2387,2209,3116,2574,3576,2862,4000
GXL 120-2.5,1600,2885,3616,4000,4000,4000,4000,4000,4000,1220,1700,1621,2313,2140,3029,2494,3476,2782,4000
GXL 120-2.5,1650,2808,3520,4000,4000,4000,4000,4000,4000,1183,1649,1573,2243,2074,2947,2419,3382,2706,3939
GXL 120-2.5,1700,2736,3431,4000,4000,4000,4000,4000,4000,1148,1600,1526,2177,2013,2870,2348,3294,2628,3835
GXL 120-2.5,1750,2668,3346,3923,4000,4000,4000,4000,4000,1115,1554,1483,2114,1955,2797,2282,3210,2553,3735
GXL 120-2.5,1800,2603,3266,3827,4000,4000,4000,4000,4000,1084,1511,1442,2056,1900,2729,2218,3131,2482,3631
GXL 120-2.5,1850,2498,3190,3737,4000,4000,4000,4000,4000,1054,1470,1402,2000,1848,2664,2159,3057,2414,3533
GXL 120-2.5,1900,2386,3119,3651,4000,4000,4000,4000,4000,1026,1432,1365,1947,1798,2602,2102,2986,2350,3440
GXL 120-2.5,1950,2282,3050,3569,4000,4000,4000,4000,4000,999,1388,1330,1898,1751,2544,2048,2919,2290,3352
GXL 120-2.5,2000,2186,2985,3491,3951,4000,4000,4000,4000,973,1333,1296,1850,1707,2488,1996,2855,2232,3268
GXL 120-2.5,2050,2095,2924,3418,3866,4000,4000,4000,4000,949,1281,1264,1805,1664,2434,1947,2795,2177,3188
GXL 120-2.5,2100,2010,2865,3347,3785,4000,4000,4000,4000,925,1232,1233,1762,1624,2377,1901,2737,2124,3112
GXL 120-2.5,2150,1931,2809,3280,3708,4000,4000,4000,4000,903,1186,1203,1721,1585,2323,1856,2675,2074,3040
GXL 120-2.5,2200,1856,2731,3216,3634,4000,4000,4000,4000,881,1143,1175,1682,1548,2271,1813,2614,2026,2971
GXL 120-2.5,2250,1786,2629,3155,3563,4000,4000,4000,4000,861,1102,1148,1645,1512,2221,1773,2556,1980,2905
GXL 120-2.5,2300,1720,2533,3096,3496,4000,4000,4000,4000,841,1064,1122,1609,1478,2174,1733,2500,1936,2842
GXL 120-2.5,2350,1658,2442,3040,3431,3943,4000,4000,4000,822,1028,1097,1574,1446,2128,1696,2447,1894,2781
GXL 120-2.5,2400,1600,2357,2986,3369,3870,4000,4000,4000,803,1028,1073,1521,1414,2084,1660,2396,1854,2723
GXL 120-2.5,2450,1544,2276,2929,3310,3800,4000,4000,4000,785,961,1050,1470,1384,2042,1625,2347,1815,2668
GXL 120-2.5,2500,1492,2199,2873,3252,3733,4000,4000,4000,768,930,1028,1422,1355,2002,1592,2300,1777,2614
GXL 120-2.5,2550,1442,2127,2795,3194,3668,4000,4000,4000,752,901,1006,1376,1327,1963,1560,2255,1742,2563
GXL 120-2.5,2600,1395,2058,2703,3134,3606,4000,4000,4000,736,874,986,1333,1300,1922,1529,2212,1707,2514
GXL 120-2.5,2650,1351,1993,2616,3076,3541,4000,4000,4000,715,847,966,1291,1275,1860,1499,2170,1674,2466
GXL 120-2.5,2700,1308,1931,2533,3021,3476,4000,4001,4000,694,822,946,1252,1250,1801,1470,2130,1641,2421
GXL 120-2.5,2750,1268,1872,2455,2967,3413,3960,4000,4000,674,798,928,1215,1226,1745,1442,2091,1610,2377
GXL 120-2.5,2800,1230,1816,2380,2916,3353,3888,4000,4000,654,776,910,1180,1202,1692,1416,2054,1580,2334
GXL 120-2.5,2850,1193,1763,2309,2866,3294,3819,4000,4000,636,754,892,1146,1180,1641,1390,2018,1551,2293
GXL 120-2.5,2900,1158,1712,2241,2817,3238,3753,4000,4000,619,733,875,1114,1158,1593,1364,1983,1523,2254
GXL 120-2.5,2950,1125,1663,2177,2771,3183,3688,4000,4000,602,714,859,1083,1137,1546,1340,1934,1496,2215
GXL 120-2.5,3000,1094,1617,2115,2697,3130,3626,4000,4000,586,695,843,1053,1116,1502,1317,1879,1470,2179
GXL 120-2.5,3050,1063,1572,2056,2621,3079,3565,3956,4000,571,676,827,1025,1097,1460,1294,1826,1444,2143
GXL 120-2.5,3100,1034,1530,2000,2548,3029,3507,3892,4000,556,659,812,998,1077,1420,1272,1776,1420,2108
GXL 120-2.5,3150,1007,1489,1946,2479,2981,3450,3830,4000,542,659,798,972,1059,1382,1250,1728,1396,2075
GXL 120-2.5,3200,980,1450,1894,2412,2934,3395,3769,4000,529,626,783,948,1041,1345,1229,1682,1373,2042
GXL 120-2.5,3250,955,1413,1845,2348,2875,3342,3711,4000,516,611,768,924,1023,1310,1209,1638,1350,2001
GXL 120-2.5,3300,930,1377,1797,2287,2799,3290,3654,4000,503,596,749,901,1006,1276,1189,1595,1328,1949
GXL 120-2.5,3350,907,1343,1752,2228,2726,3240,3599,4000,491,582,731,879,989,1243,1170,1555,1307,1899
GXL 120-2.5,3400,885,1310,1708,2172,2655,3191,3545,4000,480,569,713,858,973,1212,1151,1516,1286,1851
GXL 120-2.5,3450,863,1279,1666,2118,2588,3144,3493,4000,469,556,696,838,957,1183,1133,1479,1266,1805
GXL 120-2.5,3500,842,1248,1626,2066,2524,3078,3443,4000,458,543,680,819,942,1154,1116,1443,1246,1761
GXL 120-2.5,3550,822,1219,1587,2016,2461,3002,3393,4000,448,531,665,800,927,1126,1098,1408,1227,1719
GXL 120-2.5,3600,803,1191,1550,1968,2402,2928,3345,4000,438,519,650,782,913,1100,1082,1375,1209,1678
GXL 120-2.5,3650,785,1164,1514,1922,2344,2857,3299,4000,429,508,636,765,899,1074,1065,1343,1190,1639
GXL 120-2.5,3700,767,1138,1480,1878,2289,2789,3253,4000,419,497,622,748,885,1049,1049,1312,1173,1601
GXL 120-2.5,3750,750,1112,1446,1835,2236,2724,3209,4000,411,486,608,732,871,1026,1034,1283,1156,1565
GXL 120-2.5,3800,733,1088,1414,1794,2184,2661,3166,3985,402,476,595,716,858,1003,1019,1254,1139,1530
GXL 120-2.5,3850,717,1065,1383,1754,2135,2600,3124,3932,394,467,583,701,845,981,1004,1227,1122,1496
GXL 120-2.5,3900,702,1042,1353,1715,2087,2541,3083,3881,386,457,571,687,833,960,989,1200,1106,1463
GXL 120-2.5,3950,687,1020,1325,1678,2041,2485,3035,3830,378,448,559,673,821,939,975,1174,1091,1432
GXL 120-2.5,4000,673,999,1297,1642,1997,2430,2969,3782,371,439,548,659,807,919,961,1150,1075,1401
GXL 120-3.15,1000,4000,4000,4000,4000,4000,4000,4000,4000,1966,2720,2574,3700,3368,4000,3888,4000,4000,4000
GXL 120-3.15,1050,4000,4000,4000,4000,4000,4000,4000,4000,1879,2591,2468,3524,3223,4000,3722,4000,4000,4000
GXL 120-3.15,1100,4000,4000,4000,4000,4000,4000,4000,4000,1798,2473,2371,3364,3092,4000,3571,4000,3976,4000
GXL 120-3.15,1150,3988,4000,4000,4000,4000,4000,4000,4000,1723,2365,2282,3218,2971,4000,3432,4000,3819,4000
GXL 120-3.15,1200,3841,4000,4000,4000,4000,4000,4000,4000,1655,2267,2194,3084,2860,4000,3305,4000,3675,4000
GXL 120-3.15,1250,3706,4000,4000,4000,4000,4000,4000,4000,1591,2176,2109,2960,2759,3877,3188,4000,3543,4000
GXL 120-3.15,1300,3581,4000,4000,4000,4000,4000,4000,4000,1533,2092,2031,2846,2665,3744,3081,4000,3420,4000
GXL 120-3.15,1350,3465,4000,4000,4000,4000,4000,4000,4000,1478,2015,1958,2741,2577,3621,2980,4000,3307,4000
GXL 120-3.15,1400,3357,4000,4000,4000,4000,4000,4000,4000,1427,1943,1890,2741,2496,3507,2888,4000,3202,4000
GXL 120-3.15,1450,3257,4000,4000,4000,4000,4000,4000,4000,1379,1876,1827,2552,2421,3400,2801,3880,3104,4000
GXL 120-3.15,1500,3163,3957,4000,4000,4000,4000,4000,4000,1335,1813,1768,2467,2345,3301,2720,3765,3012,4000
GXL 120-3.15,1550,3076,3848,4000,4000,4000,4000,4000,4000,1293,1755,1712,2387,2270,3207,2642,3659,2926,4000
GXL 120-3.15,1600,2993,3746,4000,4000,4000,4000,4000,4000,1253,1700,1660,2313,2200,3120,2561,3558,2846,4000
GXL 120-3.15,1650,2916,3650,4000,4000,4000,4000,4000,4000,1216,1649,1611,2243,2134,3038,2486,3464,2770,3961
GXL 120-3.15,1700,2843,3560,4000,4000,4000,4000,4000,4000,1180,1600,1564,2177,2072,2953,2414,3375,2692,3844
GXL 120-3.15,1750,2774,3475,4000,4000,4000,4000,4000,4000,1147,1554,1520,2114,2014,2869,2347,3286,2616,3735
GXL 120-3.15,1800,2709,3394,3905,4000,4000,4000,4000,4000,1115,1511,1478,2056,1958,2789,2283,3195,2545,3631
GXL 120-3.15,1850,2627,3317,3814,4000,4000,4000,4000,4000,1085,1470,1438,2000,1906,2714,2223,3109,2477,3533
GXL 120-3.15,1900,2513,3245,3727,4000,4000,4000,4000,4000,1056,1432,1401,1947,1856,2643,2165,3027,2412,3440
GXL 120-3.15,1950,2405,3176,3645,4000,4000,4000,4000,4000,1029,1395,1365,1898,1808,2575,2111,2949,2351,3352
GXL 120-3.15,2000,2305,3110,3568,4000,4000,4000,4000,4000,1003,1360,1331,1850,1763,2510,2059,2875,2293,3268
GXL 120-3.15,2050,2212,3048,3493,3971,4000,4000,4000,4000,978,1327,1298,1805,1720,2449,2009,2805,2237,3268
GXL 120-3.15,2100,2124,2988,3423,3889,4000,4000,4000,4000,954,1295,1267,1762,1679,2391,1962,2739,2184,3112
GXL 120-3.15,2150,2042,2931,3355,3812,4000,4000,4000,4000,931,1265,1237,1721,1640,2335,1917,2675,2133,3040
GXL 120-3.15,2200,1965,2877,3291,3737,4000,4000,4000,4000,909,1222,1208,1682,1602,2282,1874,2614,2085,2971
GXL 120-3.15,2250,1892,2779,3229,3666,4000,4000,4000,4000,888,1180,1181,1645,1566,2231,1832,2556,2039,2905
GXL 120-3.15,2300,1824,2679,3170,3599,4000,4000,4000,4000,867,1139,1154,1609,1532,2183,1793,2500,1994,2842
GXL 120-3.15,2350,1760,2585,3113,3533,4000,4000,4000,4000,848,1101,1129,1575,1498,2137,1755,2447,1952,2781
GXL 120-3.15,2400,1699,2497,3059,3471,3989,4000,4000,4000,829,1065,1105,1542,1467,2092,1718,2396,1911,2723
GXL 120-3.15,2450,1641,2413,3002,3411,3919,4000,4000,4000,811,1031,1081,1510,1436,2049,1683,2347,1872,2668
GXL 120-3.15,2500,1587,2333,2945,3353,3851,4000,4000,4000,793,999,1058,1476,1407,2008,1649,2300,1834,2614
GXL 120-3.15,2550,1535,2258,2885,3294,3786,4000,4000,4000,777,968,1037,1429,1378,1969,1616,2255,1797,2563
GXL 120-3.15,2600,1486,2186,2791,3234,3723,4000,4000,4000,760,939,1016,1384,1351,1931,1585,2212,1762,2514
GXL 120-3.15,2650,1440,2118,2702,3176,3658,4000,4000,4000,744,911,995,1342,1325,1895,1555,2170,1729,2466
GXL 120-3.15,2700,1396,2054,2618,3119,3592,4000,4001,4000,725,884,975,1302,1299,1860,1525,2130,1696,2421
GXL 120-3.15,2750,1354,1992,2538,3065,3529,4000,4000,4000,704,859,956,1264,1275,1826,1497,2091,1664,2377
GXL 120-3.15,2800,1314,1934,2462,3013,3468,4000,4000,4000,684,835,938,1227,1251,1786,1470,2054,1634,2334
GXL 120-3.15,2850,1275,1878,2389,2962,3409,3963,4000,4000,665,812,920,1192,1228,1733,1443,2018,1605,2293
GXL 120-3.15,2900,1239,1825,2320,2914,3352,3896,4000,4000,647,790,903,1159,1206,1683,1418,1983,1576,2254
GXL 120-3.15,2950,1204,1774,2254,2866,3296,3830,4000,4000,630,769,886,1127,1184,1635,1393,1949,1549,2215
GXL 120-3.15,3000,1171,1726,2191,2816,3243,3767,4000,4000,613,749,870,1097,1164,1590,1369,1917,1522,2179
GXL 120-3.15,3050,1139,1680,2130,2738,3191,3706,4000,4000,597,730,854,1068,1143,1546,1346,1886,1496,2143
GXL 120-3.15,3100,1109,1635,2073,2663,3141,3647,3969,4000,582,711,838,1040,1124,1505,1323,1855,1471,2108
GXL 120-3.15,3150,1080,1593,2017,2591,3092,3590,3906,4000,568,693,824,1014,1105,1465,1301,1809,1447,2075
GXL 120-3.15,3200,1052,1552,1965,2523,3045,3534,3845,4000,554,676,809,988,1086,1426,1280,1762,1423,2042
GXL 120-3.15,3250,1026,1513,1914,2457,2999,3480,3786,4000,540,660,795,964,1068,1390,1259,1717,1400,2042
GXL 120-3.15,3300,1000,1475,1865,2394,2934,3428,3729,4000,527,644,781,940,1051,1355,1239,1673,1378,1980
GXL 120-3.15,3350,975,1439,1819,2334,2859,3377,3674,4000,515,629,763,918,1034,1321,1219,1631,1356,1951
GXL 120-3.15,3400,952,1405,1774,2276,2786,3327,3620,4000,503,615,745,896,1017,1288,1200,1591,1335,1922
GXL 120-3.15,3450,929,1372,1731,2220,2717,3279,3567,4000,492,601,728,875,1001,1257,1181,1552,1314,1892
GXL 120-3.15,3500,907,1340,1690,2167,2650,3232,3516,4000,480,587,711,855,985,1227,1163,1515,1294,1846
GXL 120-3.15,3550,886,1309,1650,2115,2586,3167,3467,4000,470,574,695,836,970,1199,1146,1480,1275,1803
GXL 120-3.15,3600,866,1279,1612,2066,2525,3091,3418,4000,460,562,679,817,955,1171,1128,1445,1256,1761
GXL 120-3.15,3650,847,1251,1575,2018,2466,3018,3371,4000,450,550,665,799,941,1144,1112,1412,1237,1720
GXL 120-3.15,3700,828,1223,1539,1972,2409,2948,3326,4000,440,538,650,782,926,1119,1095,1381,1219,1681
GXL 120-3.15,3750,810,1197,1505,1928,2354,2880,3281,3925,431,527,636,765,913,1094,1079,1350,1202,1643
GXL 120-3.15,3800,792,1171,1472,1885,2301,2815,3238,3846,422,516,623,749,899,1070,1064,1320,1185,1607
GXL 120-3.15,3850,776,1146,1440,1844,2250,2752,3195,3770,413,505,610,733,886,1047,1049,1292,1168,1572
GXL 120-3.15,3900,759,1122,1410,1804,2200,2691,3154,3696,405,505,598,718,873,1025,1034,1264,1151,1538
GXL 120-3.15,3950,744,1099,1380,1766,2153,2632,3113,3625,397,485,585,704,860,1003,1019,1238,1135,1506
GXL 120-3.15,4000,728,1077,1351,1729,2107,2576,3056,3556,389,476,574,690,848,982,1005,1212,1120,1474
